	CÓDIGO DA OCORRÊNCIA	CLASSIFICAÇÃO	TIPO DE OCORRÊNCIA	LOCALIDADE	UF	PAÍS	DIA DA OCORRÊNCIA	STATUS DA INVESTIGAÇÃO	CONTAGEM
0	47965	ACIDENTE	FALHA DO MOTOR EM VOO	ARIQUEMES	RO	BRASIL	2013-05-05		1
1	50313	INCIDENTE GRAVE	POUSO SEM TREM	CACOAL	RO	BRASIL	2013-11-25	FINALIZADA	1
2	34078	ACIDENTE	PERDA DE CONTROLE NO SOLO	CEREJEIRAS	RO	BRASIL	2008-08-07	FINALIZADA	1
3	44988	ACIDENTE	POUSO LONGO	AMAJARI	RR	BRASIL	2011-08-11	FINALIZADA	1
4	38855	ACIDENTE	PERDA DE CONTROLE EM VOO	ACEGUÁ	RS	BRASIL	2009-12-28	ATIVA	1
5	46633	ACIDENTE	FALHA DO MOTOR EM VOO	ABADIA DE GOIÁS	GO	BRASIL	2012-11-15		1
6	43063	ACIDENTE	PERDA DE CONTROLE EM VOO	ALTO ALEGRE	RR	BRASIL	2010-09-21	FINALIZADA	1
7	45280	ACIDENTE	FALHA DO MOTOR EM VOO	ALTO ALEGRE	RR	BRASIL	2011-11-22	FINALIZADA	1
8	34515	ACIDENTE	FALHA DO MOTOR EM VOO	ALTO ALEGRE	RR	BRASIL	2008-11-16	FINALIZADA	1
9	45940	ACIDENTE	INDETERMINADA	ALTO ALEGRE	RR	BRASIL	2010-06-09	ATIVA	1
10	44316	ACIDENTE	PERDA DE CONTROLE EM VOO	ALTO ALEGRE	RR	BRASIL	2011-04-06	FINALIZADA	1
11	46201	ACIDENTE	COM TREM DE POUSO	ALTO ALEGRE	RR	BRASIL	2012-08-01	FINALIZADA	1
12	46152	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	ANGRA DOS REIS	RJ	BRASIL	2012-07-12	ATIVA	1
13	37797	ACIDENTE	INCURSÃO EM PISTA	ANGRA DOS REIS	RJ	BRASIL	2009-06-12	ATIVA	1
14	26140	ACIDENTE	PERDA DE CONTROLE EM VOO	ANGRA DOS REIS	RJ	BRASIL	2006-01-22	FINALIZADA	1
15	52284	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	ANGRA DOS REIS	RJ	BRASIL	2014-08-22		1
16	46841	ACIDENTE	POUSO BRUSCO	ANGRA DOS REIS	RJ	BRASIL	2012-12-27	FINALIZADA	1
17	53484	ACIDENTE	FALHA DO MOTOR EM VOO	ANGRA DOS REIS	RJ	BRASIL	2015-09-18		1
18	46310	ACIDENTE	OUTROS TIPOS	ANGRA DOS REIS	RJ	BRASIL	2012-08-31	ATIVA	1
19	43986	INCIDENTE GRAVE	COM ROTOR	ANGRA DOS REIS	RJ	BRASIL	2011-02-20	ATIVA	1
20	38660	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	ANGRA DOS REIS	RJ	BRASIL	2009-10-12	FINALIZADA	1
21	31395	ACIDENTE	OUTROS TIPOS	ANGRA DOS REIS	RJ	BRASIL	2008-01-15	REABERTA	1
22	52982	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BOA VISTA	RR	BRASIL	2015-01-29	FINALIZADA	1
23	42723	ACIDENTE	FALHA DO MOTOR EM VOO	BOA VISTA	RR	BRASIL	2010-09-01	FINALIZADA	1
24	44538	ACIDENTE	COM PÁRA-BRISAS / JANELA / PORTA	BOA VISTA	RR	BRASIL	2011-05-23	FINALIZADA	1
25	53435	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BOA VISTA	RR	BRASIL	2015-08-15	ATIVA	1
26	34077	ACIDENTE	PERDA DE COMPONENTE EM VOO	BOA VISTA	RR	BRASIL	2008-08-27	FINALIZADA	1
27	27709	ACIDENTE	COM TREM DE POUSO	BOA VISTA	RR	BRASIL	2006-09-22	ATIVA	1
28	26521	ACIDENTE	INDETERMINADA	BOA VISTA	RR	BRASIL	2006-03-21	ATIVA	1
29	53260	ACIDENTE	FALHA DO MOTOR EM VOO	AFONSO CLÁUDIO	ES	BRASIL	2015-05-08		1
30	43458	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ÁGUA BRANCA	AL	BRASIL	2010-12-11	ATIVA	1
31	48058	INCIDENTE GRAVE	COLISÃO COM OBSTÁCULO NO SOLO	BRASÍLIA	DF	BRASIL	2013-04-30	ATIVA	1
32	45400	INCIDENTE GRAVE	FOGO EM VOO	BRASÍLIA	DF	BRASIL	2012-01-21	ATIVA	1
33	43870	INCIDENTE GRAVE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2011-02-14	FINALIZADA	1
34	36495	INCIDENTE GRAVE	OUTROS TIPOS	BRASÍLIA	DF	BRASIL	2008-03-14	ATIVA	1
35	53493	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	BRASÍLIA	DF	BRASIL	2015-10-05	ATIVA	1
36	27852	ACIDENTE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2006-06-16	ATIVA	1
37	38359	ACIDENTE	FALHA DO MOTOR EM VOO	BRASÍLIA	DF	BRASIL	2009-08-07	FINALIZADA	1
38	43461	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	BRASÍLIA	DF	BRASIL	2010-12-08	ATIVA	1
39	46026	INCIDENTE GRAVE	POUSO ANTES DA PISTA	BRASÍLIA	DF	BRASIL	2012-06-22	FINALIZADA	1
40	34651	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	BRASÍLIA	DF	BRASIL	2008-12-05	FINALIZADA	1
41	50346	ACIDENTE	POUSO SEM TREM	BRASÍLIA	DF	BRASIL	2013-12-10	FINALIZADA	1
42	30181	ACIDENTE	COM LANÇAMENTO DE CARGA	BRASÍLIA	DF	BRASIL	2007-08-09	FINALIZADA	1
43	44858	INCIDENTE GRAVE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2011-07-19	FINALIZADA	1
44	41917	ACIDENTE	POUSO BRUSCO	BRASÍLIA	DF	BRASIL	2010-07-19	FINALIZADA	1
45	28015	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BRASÍLIA	DF	BRASIL	2006-10-19	ATIVA	1
46	33856	INCIDENTE GRAVE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2008-10-10	ATIVA	1
47	26980	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRASÍLIA	DF	BRASIL	2006-04-28	ATIVA	1
48	50999	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	BRASÍLIA	DF	BRASIL	2014-03-28	ATIVA	1
49	45128	ACIDENTE	OUTROS TIPOS	BRASÍLIA	DF	BRASIL	2011-08-27		1
50	45392	ACIDENTE	PERDA DE CONTROLE EM VOO	BRASÍLIA	DF	BRASIL	2012-01-19	FINALIZADA	1
51	41179	INCIDENTE GRAVE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2010-05-20	FINALIZADA	1
52	46574	INCIDENTE GRAVE	DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA	BRASÍLIA	DF	BRASIL	2012-10-24	ATIVA	1
53	44843	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRASÍLIA	DF	BRASIL	2011-05-16		1
54	51436	ACIDENTE	COLISÃO DE AERONAVES EM VOO	BRASÍLIA	DF	BRASIL	2014-05-19		1
55	31695	INCIDENTE GRAVE	COM TREM DE POUSO	BRASÍLIA	DF	BRASIL	2008-02-09	ATIVA	1
56	39385	INCIDENTE GRAVE	POUSO SEM TREM	BRASÍLIA	DF	BRASIL	2010-02-21	FINALIZADA	1
57	53203	INCIDENTE GRAVE	POUSO ANTES DA PISTA	BRASÍLIA	DF	BRASIL	2015-04-08	ATIVA	1
58	44244	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	BRASÍLIA	DF	BRASIL	2011-03-30	ATIVA	1
59	52289	INCIDENTE GRAVE	POUSO SEM TREM	BRASÍLIA	DF	BRASIL	2014-08-17	FINALIZADA	1
60	28093	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BRASÍLIA	DF	BRASIL	2006-12-10	FINALIZADA	1
61	35602	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	JI-PARANÁ	RO	BRASIL	2009-01-31	ATIVA	1
62	50831	ACIDENTE	PERDA DE CONTROLE EM VOO	ACREÚNA	GO	BRASIL	2012-09-09	FINALIZADA	1
63	34416	ACIDENTE	OUTROS TIPOS	BUJARI	AC	BRASIL	2008-11-01	FINALIZADA	1
64	46419	ACIDENTE	DESORIENTAÇÃO ESPACIAL	CANTÁ	RR	BRASIL	2012-09-24	FINALIZADA	1
65	47154	ACIDENTE	FALHA DO MOTOR EM VOO	PIMENTA BUENO	RO	BRASIL	2013-03-11	ATIVA	1
66	52838	ACIDENTE	PERDA DE CONTROLE EM VOO	ÁGUA BOA	MT	BRASIL	2014-12-19	ATIVA	1
67	26960	ACIDENTE	FALHA DO MOTOR EM VOO	ANADIA	AL	BRASIL	2006-04-23	FINALIZADA	1
68	47661	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	ATALAIA DO NORTE	AM	BRASIL	2013-04-22	FINALIZADA	1
69	53306	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ATALAIA DO NORTE	AM	BRASIL	2015-05-29	ATIVA	1
70	36097	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	ÁGUA BRANCA	PI	BRASIL	2009-03-20	FINALIZADA	1
71	44464	ACIDENTE	PERDA DE CONTROLE NO SOLO	ÁGUA CLARA	MS	BRASIL	2011-05-01	FINALIZADA	1
72	46437	ACIDENTE	PERDA DE CONTROLE EM VOO	ÁGUA CLARA	MS	BRASIL	2012-08-25	FINALIZADA	1
73	45277	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ÁGUA CLARA	MS	BRASIL	2011-11-27	FINALIZADA	1
74	31869	ACIDENTE	POUSO BRUSCO	CRUZEIRO DO SUL	AC	BRASIL	2008-01-29	FINALIZADA	1
75	39913	INCIDENTE GRAVE	COM PÁRA-BRISAS / JANELA / PORTA	CRUZEIRO DO SUL	AC	BRASIL	2010-03-10	FINALIZADA	1
76	34855	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	ADOLFO	SP	BRASIL	2008-11-10	FINALIZADA	1
77	45913	ACIDENTE	FALHA DO MOTOR EM VOO	ALCÂNTARA	MA	BRASIL	2012-05-25	ATIVA	1
78	53545	INCIDENTE GRAVE	ESTOURO DE PNEU	PORTO VELHO	RO	BRASIL	2015-10-23	ATIVA	1
79	44817	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	PORTO VELHO	RO	BRASIL	2011-07-12	FINALIZADA	1
80	27633	ACIDENTE	FALHA DO MOTOR EM VOO	PORTO VELHO	RO	BRASIL	2006-08-20	ATIVA	1
81	47102	INCIDENTE GRAVE	POUSO LONGO	PORTO VELHO	RO	BRASIL	2013-03-05	ATIVA	1
82	53578	ACIDENTE	FALHA DO MOTOR EM VOO	PORTO VELHO	RO	BRASIL	2015-11-01		1
83	45822	ACIDENTE	FALHA DO MOTOR EM VOO	PORTO VELHO	RO	BRASIL	2012-05-05	FINALIZADA	1
84	28775	ACIDENTE	FALHA DO MOTOR EM VOO	CARACARAÍ	RR	BRASIL	2007-03-31	FINALIZADA	1
85	53498	ACIDENTE	POUSO LONGO	ALTA FLORESTA	MT	BRASIL	2015-09-28	ATIVA	1
86	48883	INCIDENTE GRAVE	COM TREM DE POUSO	ALTA FLORESTA	MT	BRASIL	2013-06-24	FINALIZADA	1
87	34538	ACIDENTE	PANE SECA	LARANJAL DO JARI	AP	BRASIL	2008-12-03	ATIVA	1
88	37536	ACIDENTE	FALHA DO MOTOR EM VOO	LARANJAL DO JARI	AP	BRASIL	2009-05-16	FINALIZADA	1
89	26759	ACIDENTE	FALHA DO MOTOR EM VOO	ALTO ARAGUAIA	MT	BRASIL	2006-05-08	FINALIZADA	1
90	53628	ACIDENTE	FALHA DO MOTOR EM VOO	AGUAÍ	SP	BRASIL	2015-12-08	ATIVA	1
91	40412	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	MACAPÁ	AP	BRASIL	2010-04-16		1
92	45759	ACIDENTE	INDETERMINADA	MACAPÁ	AP	BRASIL	2012-04-20	ATIVA	1
93	46309	ACIDENTE	OUTROS TIPOS	MACAPÁ	AP	BRASIL	2012-09-09	FINALIZADA	1
94	53579	ACIDENTE	PERDA DE CONTROLE EM VOO	VILHENA	RO	BRASIL	2015-10-30		1
95	42071	ACIDENTE	FALHA DO MOTOR EM VOO	AFUÁ	PA	BRASIL	2010-07-24	FINALIZADA	1
96	45894	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	AFUÁ	PA	BRASIL	2012-05-16	ATIVA	1
97	43719	ACIDENTE	PERDA DE CONTROLE EM VOO	ARACAJU	SE	BRASIL	2010-12-21	FINALIZADA	1
98	51672	ACIDENTE	PERDA DE CONTROLE EM VOO	ARACAJU	SE	BRASIL	2014-07-04		1
99	53423	ACIDENTE	POUSO BRUSCO	ARACAJU	SE	BRASIL	2015-08-01	FINALIZADA	1
100	53257	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARACAJU	SE	BRASIL	2015-05-17	FINALIZADA	1
101	44118	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARACAJU	SE	BRASIL	2011-03-18	ATIVA	1
102	45912	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MUCAJAÍ	RR	BRASIL	2012-05-04	FINALIZADA	1
103	52275	ACIDENTE	PERDA DE CONTROLE NO SOLO	MUCAJAÍ	RR	BRASIL	2014-08-28	FINALIZADA	1
104	30250	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	JORDÃO	AC	BRASIL	2007-08-07	FINALIZADA	1
105	41552	ACIDENTE	OUTROS TIPOS	NOVA MAMORÉ	RO	BRASIL	2010-06-14	FINALIZADA	1
106	52639	ACIDENTE	PERDA DE CONTROLE NO SOLO	MANOEL URBANO	AC	BRASIL	2014-10-19	FINALIZADA	1
107	30896	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MANOEL URBANO	AC	BRASIL	2007-10-24	FINALIZADA	1
108	44078	ACIDENTE	FALHA DO MOTOR EM VOO	MARECHAL THAUMATURGO	AC	BRASIL	2011-03-07	FINALIZADA	1
109	46583	ACIDENTE	INDETERMINADA	ALMIRANTE TAMANDARÉ	PR	BRASIL	2012-11-06	FINALIZADA	1
110	46860	ACIDENTE	FALHA DO MOTOR EM VOO	RIO BRANCO	AC	BRASIL	2013-01-11	FINALIZADA	1
111	43702	ACIDENTE	FALHA DO MOTOR EM VOO	RIO BRANCO	AC	BRASIL	2011-01-21	FINALIZADA	1
112	50916	INCIDENTE GRAVE	PERDA DE COMPONENTE NO SOLO	RIO BRANCO	AC	BRASIL	2014-03-06	FINALIZADA	1
113	27261	ACIDENTE	PERDA DE CONTROLE EM VOO	ALENQUER	PA	BRASIL	2006-06-27	ATIVA	1
114	46916	ACIDENTE	PERDA DE CONTROLE EM VOO	ALEGRETE	RS	BRASIL	2013-01-29	FINALIZADA	1
115	46568	ACIDENTE	FALHA DO MOTOR EM VOO	ALEGRETE	RS	BRASIL	2012-11-08	FINALIZADA	1
116	43726	ACIDENTE	PERDA DE CONTROLE EM VOO	ALEGRETE	RS	BRASIL	2010-12-29	FINALIZADA	1
117	52839	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALEGRETE	RS	BRASIL	2014-12-23	FINALIZADA	1
118	51053	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ALEGRETE	RS	BRASIL	2014-02-06	FINALIZADA	1
119	49911	ACIDENTE	PERDA DE CONTROLE EM VOO	ALEGRETE	RS	BRASIL	2013-10-05		1
120	52836	ACIDENTE	PERDA DE CONTROLE EM VOO	ALEGRETE	RS	BRASIL	2014-12-18	FINALIZADA	1
121	47652	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALEGRETE	RS	BRASIL	2013-03-12	FINALIZADA	1
122	46094	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALTO GARÇAS	MT	BRASIL	2012-07-07	FINALIZADA	1
123	43776	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALTO GARÇAS	MT	BRASIL	2011-01-25	FINALIZADA	1
124	50979	ACIDENTE	POUSO SEM TREM	SANTA ROSA DO PURUS	AC	BRASIL	2014-03-11	FINALIZADA	1
125	45237	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	SENADOR GUIOMARD	AC	BRASIL	2011-12-05	ATIVA	1
126	53265	ACIDENTE	PERDA DE CONTROLE NO SOLO	PACARAIMA	RR	BRASIL	2015-05-05	ATIVA	1
127	52651	ACIDENTE	PANE SECA	RORAINÓPOLIS	RR	BRASIL	2014-10-26	FINALIZADA	1
128	31859	ACIDENTE	FALHA DO MOTOR EM VOO	SENA MADUREIRA	AC	BRASIL	2008-03-07	FINALIZADA	1
129	52632	ACIDENTE	INDETERMINADA	SENA MADUREIRA	AC	BRASIL	2014-10-05	FINALIZADA	1
130	25820	ACIDENTE	FALHA DO MOTOR EM VOO	OIAPOQUE	AP	BRASIL	2006-01-02	ATIVA	1
131	50511	INCIDENTE GRAVE	COLISÃO EM VOO COM OBSTÁCULO	ALMEIRIM	PA	BRASIL	2013-11-10	FINALIZADA	1
132	27260	ACIDENTE	FALHA DO MOTOR EM VOO	ALMEIRIM	PA	BRASIL	2006-06-28	ATIVA	1
133	47142	ACIDENTE	PERDA DE CONTROLE EM VOO	ALMEIRIM	PA	BRASIL	2013-03-12	FINALIZADA	1
134	51012	ACIDENTE	INDETERMINADA	ALTO PARAGUAI	MT	BRASIL	2014-02-19		1
135	46569	ACIDENTE	OUTROS TIPOS	ALTÔNIA	PR	BRASIL	2012-11-08	FINALIZADA	1
136	45938	ACIDENTE	POUSO LONGO	ALTO HORIZONTE	GO	BRASIL	2012-06-20	FINALIZADA	1
137	34659	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	ALTAMIRA	PA	BRASIL	2008-12-08	ATIVA	1
138	46209	INCIDENTE GRAVE	OUTROS TIPOS	ALTAMIRA	PA	BRASIL	2012-08-04	FINALIZADA	1
139	43899	ACIDENTE	COM TREM DE POUSO	ALTAMIRA	PA	BRASIL	2011-02-21	FINALIZADA	1
140	46337	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALTO PARAÍSO DE GOIÁS	GO	BRASIL	2012-09-12	FINALIZADA	1
141	31396	ACIDENTE	FALHA DO MOTOR EM VOO	ALTO TAQUARI	MT	BRASIL	2008-01-05	FINALIZADA	1
142	44656	INCIDENTE GRAVE	POUSO LONGO	ARACRUZ	ES	BRASIL	2011-06-18	ATIVA	1
143	51655	ACIDENTE	OUTROS TIPOS	BOA VISTA DO RAMOS	AM	BRASIL	2014-07-05	ATIVA	1
144	48795	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ANAJÁS	PA	BRASIL	2013-06-09	FINALIZADA	1
145	48791	ACIDENTE	OUTROS TIPOS	ANAJÁS	PA	BRASIL	2013-06-08	FINALIZADA	1
146	29095	ACIDENTE	COM HÉLICE	ANAJÁS	PA	BRASIL	2007-02-08	FINALIZADA	1
147	51019	INCIDENTE GRAVE	POUSO BRUSCO	CABO FRIO	RJ	BRASIL	2014-02-16	ATIVA	1
148	53115	ACIDENTE	PERDA DE CONTROLE EM VOO	UIRAMUTÃ	RR	BRASIL	2015-02-22	ATIVA	1
149	50810	ACIDENTE	ESTOURO DE PNEU	UIRAMUTÃ	RR	BRASIL	2014-02-19	FINALIZADA	1
150	52293	INCIDENTE GRAVE	POUSO LONGO	UIRAMUTÃ	RR	BRASIL	2014-08-20	FINALIZADA	1
151	40088	ACIDENTE	POUSO LONGO	UIRAMUTÃ	RR	BRASIL	2010-03-19	FINALIZADA	1
152	40350	INCIDENTE GRAVE	PANE SECA	UIRAMUTÃ	RR	BRASIL	2010-04-17	FINALIZADA	1
153	45571	ACIDENTE	OUTROS TIPOS	ANANINDEUA	PA	BRASIL	2012-02-23	ATIVA	1
154	26643	ACIDENTE	FALHA DO MOTOR EM VOO	APIACÁS	MT	BRASIL	2006-03-21	ATIVA	1
155	30180	ACIDENTE	PERDA DE CONTROLE EM VOO	BORBA	AM	BRASIL	2007-08-09	FINALIZADA	1
156	27469	ACIDENTE	PERDA DE CONTROLE EM VOO	BORBA	AM	BRASIL	2006-08-24	FINALIZADA	1
157	50236	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CANDEIAS DO JAMARI	RO	BRASIL	2013-12-29		1
158	32155	INCIDENTE GRAVE	FOGO EM VOO	CAAPIRANGA	AM	BRASIL	2008-02-02	FINALIZADA	1
159	44543	ACIDENTE	MANOBRAS A BAIXA ALTURA	ANGÉLICA	MS	BRASIL	2011-05-24	ATIVA	1
160	27853	ACIDENTE	POUSO LONGO	ANAPU	PA	BRASIL	2006-09-15	ATIVA	1
161	39707	INCIDENTE GRAVE	COM TREM DE POUSO	CANUTAMA	AM	BRASIL	2010-01-09	FINALIZADA	1
162	39315	ACIDENTE	OUTROS TIPOS	CANUTAMA	AM	BRASIL	2010-01-15	ATIVA	1
163	48799	ACIDENTE	COM TREM DE POUSO	CANUTAMA	AM	BRASIL	2013-06-18	FINALIZADA	1
164	53183	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	AMAPORÃ	PR	BRASIL	2015-03-02	ATIVA	1
165	41488	ACIDENTE	PERDA DE CONTROLE EM VOO	AQUIRAZ	CE	BRASIL	2010-06-13		1
166	51011	ACIDENTE	PERDA DE CONTROLE EM VOO	AQUIRAZ	CE	BRASIL	2014-05-03	ATIVA	1
167	45930	ACIDENTE	OUTROS TIPOS	AQUIRAZ	CE	BRASIL	2011-12-29	ATIVA	1
168	34040	ACIDENTE	FALHA DO MOTOR EM VOO	BOCA DA MATA	AL	BRASIL	2008-08-04	FINALIZADA	1
169	45151	ACIDENTE	PERDA DE CONTROLE EM VOO	CARAUARI	AM	BRASIL	2011-10-09	FINALIZADA	1
170	45235	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	CARAUARI	AM	BRASIL	2011-11-27	ATIVA	1
171	33695	ACIDENTE	COM TREM DE POUSO	CARAUARI	AM	BRASIL	2006-09-30	ATIVA	1
172	45859	INCIDENTE GRAVE	COM TREM DE POUSO	AMARGOSA	BA	BRASIL	2012-05-19	FINALIZADA	1
173	52993	INCIDENTE GRAVE	FOGO NO SOLO	CAMPOS DOS GOYTACAZES	RJ	BRASIL	2015-01-27	ATIVA	1
174	33278	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	CAMPOS DOS GOYTACAZES	RJ	BRASIL	2008-07-11	FINALIZADA	1
175	53199	ACIDENTE	PERDA DE CONTROLE EM VOO	ASSUNÇÃO DO PIAUÍ	PI	BRASIL	2015-04-11	FINALIZADA	1
176	45238	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	AIMORÉS	MG	BRASIL	2011-11-12		1
177	52945	ACIDENTE	FALHA DO MOTOR EM VOO	AQUIDAUANA	MS	BRASIL	2014-12-30	FINALIZADA	1
178	27809	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	BAGRE	PA	BRASIL	2006-08-14	FINALIZADA	1
179	45094	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	ANÁPOLIS	GO	BRASIL	2011-09-29		1
180	29215	ACIDENTE	FALHA DO MOTOR EM VOO	ANÁPOLIS	GO	BRASIL	2007-05-17	FINALIZADA	1
181	37796	ACIDENTE	COM TREM DE POUSO	ANÁPOLIS	GO	BRASIL	2009-06-18	ATIVA	1
182	40269	INCIDENTE GRAVE	COM TREM DE POUSO	ANÁPOLIS	GO	BRASIL	2010-04-07	ATIVA	1
183	34555	ACIDENTE	PERDA DE CONTROLE EM VOO	ANÁPOLIS	GO	BRASIL	2008-11-28	FINALIZADA	1
184	53204	INCIDENTE GRAVE	COLISÃO DE VEÍCULO COM AERONAVE	ANÁPOLIS	GO	BRASIL	2015-04-09	ATIVA	1
185	51756	INCIDENTE GRAVE	PANE SECA	ANÁPOLIS	GO	BRASIL	2014-07-07		1
186	45025	ACIDENTE	FALHA DO MOTOR EM VOO	ANÁPOLIS	GO	BRASIL	2011-08-25	FINALIZADA	1
187	40087	ACIDENTE	FALHA DO MOTOR EM VOO	ANÁPOLIS	GO	BRASIL	2010-03-26	FINALIZADA	1
188	45053	ACIDENTE	PERDA DE CONTROLE EM VOO	ÂNGULO	PR	BRASIL	2011-09-13	FINALIZADA	1
189	52978	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BAIXA GRANDE DO RIBEIRO	PI	BRASIL	2015-01-14	ATIVA	1
190	28475	INCIDENTE GRAVE	POUSO SEM TREM	ARCOVERDE	PE	BRASIL	2007-01-30	ATIVA	1
191	45087	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ARÊS	RN	BRASIL	2011-10-07	ATIVA	1
192	49617	INCIDENTE GRAVE	COM TREM DE POUSO	CACHOEIRO DE ITAPEMIRIM	ES	BRASIL	2013-08-31	FINALIZADA	1
193	44545	ACIDENTE	PERDA DE CONTROLE NO SOLO	COARI	AM	BRASIL	2011-05-24	ATIVA	1
194	27081	INCIDENTE GRAVE	COLISÃO COM OBSTÁCULO NO SOLO	COARI	AM	BRASIL	2006-01-27	ATIVA	1
195	52287	INCIDENTE GRAVE	FOD - DANO CAUSADO POR OBJETO ESTRANHO	COARI	AM	BRASIL	2014-08-16	ATIVA	1
196	46282	INCIDENTE GRAVE	POUSO SEM TREM	COARI	AM	BRASIL	2012-08-12	FINALIZADA	1
197	44597	INCIDENTE GRAVE	COLISÃO EM VOO COM OBJETO REBOCADO	COARI	AM	BRASIL	2011-06-03	FINALIZADA	1
198	32377	ACIDENTE	FALHA DO MOTOR EM VOO	COARI	AM	BRASIL	2008-04-21	FINALIZADA	1
199	51414	ACIDENTE	OUTROS TIPOS	COARI	AM	BRASIL	2014-05-30	ATIVA	1
200	46584	ACIDENTE	FALHA DO MOTOR EM VOO	ARAPUTANGA	MT	BRASIL	2012-11-08	FINALIZADA	1
201	53191	ACIDENTE	FALHA DO MOTOR EM VOO	ÁLVARES MACHADO	SP	BRASIL	2015-04-04		1
202	43389	ACIDENTE	OUTROS TIPOS	ANDARAÍ	BA	BRASIL	2010-11-09	FINALIZADA	1
203	45251	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARROIO GRANDE	RS	BRASIL	2011-12-10	ATIVA	1
204	45586	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ARROIO GRANDE	RS	BRASIL	2012-02-15	FINALIZADA	1
205	52946	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ARROIO GRANDE	RS	BRASIL	2014-12-30	ATIVA	1
206	39323	ACIDENTE	PERDA DE CONTROLE EM VOO	CASIMIRO DE ABREU	RJ	BRASIL	2010-01-24		1
207	28455	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BALSAS	MA	BRASIL	2007-02-23	FINALIZADA	1
208	52973	ACIDENTE	PERDA DE CONTROLE EM VOO	BALSAS	MA	BRASIL	2015-02-07	FINALIZADA	1
209	46338	ACIDENTE	OUTROS TIPOS	BALSAS	MA	BRASIL	2012-09-12	FINALIZADA	1
210	53564	ACIDENTE	PERDA DE CONTROLE EM VOO	BALSAS	MA	BRASIL	2015-11-09	ATIVA	1
211	52262	ACIDENTE	INDETERMINADA	BALSAS	MA	BRASIL	2014-08-03	ATIVA	1
212	53474	ACIDENTE	PANE SECA	BELÉM	PA	BRASIL	2015-09-13		1
213	44996	INCIDENTE GRAVE	POUSO SEM TREM	BELÉM	PA	BRASIL	2011-08-19	ATIVA	1
