	CÓDIGO DA OCORRÊNCIA	CLASSIFICAÇÃO	TIPO DE OCORRÊNCIA	LOCALIDADE	UF	PAÍS	DIA DA OCORRÊNCIA	STATUS DA INVESTIGAÇÃO	CONTAGEM
429	45310	ACIDENTE	INDETERMINADA	MAUÉS	AM	BRASIL	2011-09-28	ATIVA	1
430	35036	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MAUÉS	AM	BRASIL	2009-01-02	ATIVA	1
431	31036	ACIDENTE	FALHA DO MOTOR EM VOO	CACEQUI	RS	BRASIL	2007-11-05	ATIVA	1
432	51435	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ITABAIANA	SE	BRASIL	2014-03-09		1
433	31860	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CHAPADÃO DO SUL	MS	BRASIL	2008-01-24	ATIVA	1
434	34955	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CHAPADÃO DO SUL	MS	BRASIL	2009-01-27	FINALIZADA	1
435	50806	ACIDENTE	COM HÉLICE	CHAPADÃO DO SUL	MS	BRASIL	2014-02-12	ATIVA	1
436	47674	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CHAPADÃO DO SUL	MS	BRASIL	2013-04-18	FINALIZADA	1
437	34075	ACIDENTE	PERDA DE CONTROLE NO SOLO	ELDORADO DOS CARAJÁS	PA	BRASIL	2008-03-05	ATIVA	1
438	38838	ACIDENTE	PERDA DE CONTROLE EM VOO	ELDORADO DOS CARAJÁS	PA	BRASIL	2009-11-04	FINALIZADA	1
439	42388	ACIDENTE	PERDA DE CONTROLE NO SOLO	CACHOEIRA DO SUL	RS	BRASIL	2010-08-24	FINALIZADA	1
440	50797	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	CACHOEIRA DO SUL	RS	BRASIL	2014-01-29	FINALIZADA	1
441	38819	ACIDENTE	FALHA DO MOTOR EM VOO	CACHOEIRA DO SUL	RS	BRASIL	2009-12-16	FINALIZADA	1
442	31865	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	CACHOEIRA DO SUL	RS	BRASIL	2008-02-04	ATIVA	1
443	51412	ACIDENTE	PERDA DE CONTROLE EM VOO	CACHOEIRA DO SUL	RS	BRASIL	2014-05-10	ATIVA	1
444	28395	ACIDENTE	FALHA ESTRUTURAL	CHAPADA DOS GUIMARÃES	MT	BRASIL	2007-02-07	FINALIZADA	1
445	46582	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	CHAPADA DOS GUIMARÃES	MT	BRASIL	2012-11-01	FINALIZADA	1
446	53372	ACIDENTE	PERDA DE CONTROLE EM VOO	CHAPADA DOS GUIMARÃES	MT	BRASIL	2015-07-10	ATIVA	1
447	53262	INCIDENTE GRAVE	COLISÃO EM VOO COM OBSTÁCULO	IBATEGUARA	AL	BRASIL	2015-05-20	ATIVA	1
448	44780	ACIDENTE	FALHA DO MOTOR EM VOO	BOA ESPERANÇA	PR	BRASIL	2011-07-10		1
449	46844	ACIDENTE	PERDA DE CONTROLE NO SOLO	GURUPÁ	PA	BRASIL	2012-12-22	FINALIZADA	1
450	40107	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	GURUPÁ	PA	BRASIL	2010-01-12	FINALIZADA	1
451	32635	ACIDENTE	POUSO SEM TREM	NOVA OLINDA DO NORTE	AM	BRASIL	2007-03-14	ATIVA	1
452	50974	ACIDENTE	PERDA DE CONTROLE EM VOO	CORGUINHO	MS	BRASIL	2014-04-04	ATIVA	1
453	52283	ACIDENTE	PERDA DE CONTROLE EM VOO	BARREIRAS	BA	BRASIL	2014-07-24		1
454	46378	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	BARREIRAS	BA	BRASIL	2012-09-22	ATIVA	1
455	53181	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	COLÍDER	MT	BRASIL	2015-03-29		1
456	27375	ACIDENTE	FALHA DO MOTOR EM VOO	IGREJA NOVA	AL	BRASIL	2006-07-29	ATIVA	1
457	51716	ACIDENTE	FALHA DO MOTOR EM VOO	NOVO AIRÃO	AM	BRASIL	2014-07-16	FINALIZADA	1
458	50091	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CORUMBÁ	MS	BRASIL	2013-10-19	ATIVA	1
459	44944	ACIDENTE	COLISÃO DE AERONAVES EM VOO	CORUMBÁ	MS	BRASIL	2011-06-10	FINALIZADA	1
460	44536	ACIDENTE	PERDA DE CONTROLE NO SOLO	CORUMBÁ	MS	BRASIL	2011-05-14	ATIVA	1
461	53497	ACIDENTE	PERDA DE CONTROLE EM VOO	CORUMBÁ	MS	BRASIL	2015-10-06	ATIVA	1
462	51071	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ARARAQUARA	SP	BRASIL	2014-02-13	ATIVA	1
463	53237	ACIDENTE	PERDA DE CONTROLE EM VOO	ARARAQUARA	SP	BRASIL	2015-04-28		1
464	43451	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	ARARAQUARA	SP	BRASIL	2010-11-05	ATIVA	1
465	45569	ACIDENTE	FALHA DO MOTOR EM VOO	COSTA RICA	MS	BRASIL	2012-02-24	ATIVA	1
466	38425	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	NITERÓI	RJ	BRASIL	2009-08-27	FINALIZADA	1
467	46450	INCIDENTE GRAVE	POUSO SEM TREM	NOVO ARIPUANÃ	AM	BRASIL	2012-09-24	FINALIZADA	1
468	28636	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	COXIM	MS	BRASIL	2007-03-28	ATIVA	1
469	26902	ACIDENTE	FOGO NO SOLO	COXIM	MS	BRASIL	2006-03-09	ATIVA	1
470	45942	INCIDENTE GRAVE	COM TREM DE POUSO	ARARAS	SP	BRASIL	2012-06-19	ATIVA	1
471	53148	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARARAS	SP	BRASIL	2015-03-12	FINALIZADA	1
472	43901	ACIDENTE	FALHA DO MOTOR EM VOO	ARARAS	SP	BRASIL	2011-02-19	ATIVA	1
473	45167	ACIDENTE	FALHA DO MOTOR EM VOO	CONFRESA	MT	BRASIL	2011-11-01	FINALIZADA	1
474	53231	ACIDENTE	PERDA DE CONTROLE EM VOO	CONFRESA	MT	BRASIL	2015-04-23	FINALIZADA	1
475	50991	ACIDENTE	INDETERMINADA	COTRIGUAÇU	MT	BRASIL	2014-02-24	FINALIZADA	1
476	31875	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CUIABÁ	MT	BRASIL	2008-02-17	ATIVA	1
477	45267	ACIDENTE	FALHA DO MOTOR EM VOO	CUIABÁ	MT	BRASIL	2011-11-12	ATIVA	1
478	44001	INCIDENTE GRAVE	COM TREM DE POUSO	CUIABÁ	MT	BRASIL	2011-03-05	ATIVA	1
479	40652	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CUIABÁ	MT	BRASIL	2010-04-30	FINALIZADA	1
480	49751	ACIDENTE	PERDA DE CONTROLE NO SOLO	CUIABÁ	MT	BRASIL	2013-09-18	FINALIZADA	1
481	27410	INCIDENTE GRAVE	COM TREM DE POUSO	PARINTINS	AM	BRASIL	2006-07-03	ATIVA	1
482	44606	ACIDENTE	PERDA DE CONTROLE EM VOO	DIAMANTINO	MT	BRASIL	2011-06-05	ATIVA	1
483	53178	ACIDENTE	PERDA DE CONTROLE EM VOO	DIAMANTINO	MT	BRASIL	2015-03-23	ATIVA	1
484	32035	ACIDENTE	FALHA DO MOTOR EM VOO	DIAMANTINO	MT	BRASIL	2008-03-30	ATIVA	1
485	46444	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	PAUINI	AM	BRASIL	2012-08-22	FINALIZADA	1
486	43732	INCIDENTE GRAVE	COLISÃO COM OBSTÁCULO NO SOLO	PAUINI	AM	BRASIL	2011-01-27	FINALIZADA	1
487	53491	ACIDENTE	FALHA DO MOTOR EM VOO	PAUINI	AM	BRASIL	2015-09-30	ATIVA	1
488	47647	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	ARAGUARI	MG	BRASIL	2013-02-16		1
489	53180	ACIDENTE	FALHA DO MOTOR EM VOO	ARAGUARI	MG	BRASIL	2015-03-28	FINALIZADA	1
490	27489	ACIDENTE	FALHA DO MOTOR EM VOO	ARAGUARI	MG	BRASIL	2006-08-16	ATIVA	1
491	35255	ACIDENTE	FALHA DO MOTOR EM VOO	CAMAQUÃ	RS	BRASIL	2009-02-19	FINALIZADA	1
492	31038	ACIDENTE	COM TREM DE POUSO	CAMAQUÃ	RS	BRASIL	2007-11-07	ATIVA	1
493	45856	INCIDENTE GRAVE	COM HÉLICE	PRESIDENTE FIGUEIREDO	AM	BRASIL	2012-05-16	FINALIZADA	1
494	53254	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CAMBARÁ	PR	BRASIL	2015-05-20	FINALIZADA	1
495	45596	ACIDENTE	PERDA DE CONTROLE EM VOO	ELISEU MARTINS	PI	BRASIL	2012-03-06	FINALIZADA	1
496	53374	ACIDENTE	FALHA DO MOTOR EM VOO	ITAITUBA	PA	BRASIL	2015-07-14	FINALIZADA	1
497	52941	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	ITAITUBA	PA	BRASIL	2014-01-12	ATIVA	1
498	51532	ACIDENTE	FOGO NO SOLO	ITAITUBA	PA	BRASIL	2014-06-07	FINALIZADA	1
499	45058	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	ITAITUBA	PA	BRASIL	2011-09-26	ATIVA	1
500	51009	ACIDENTE	PERDA DE CONTROLE EM VOO	ITAITUBA	PA	BRASIL	2014-04-30	FINALIZADA	1
501	50321	ACIDENTE	INDETERMINADA	ITAITUBA	PA	BRASIL	2013-10-29	FINALIZADA	1
502	42919	ACIDENTE	FALHA DO MOTOR EM VOO	ITAITUBA	PA	BRASIL	2010-09-15	FINALIZADA	1
503	29858	ACIDENTE	OUTROS TIPOS	ITAITUBA	PA	BRASIL	2007-07-13	ATIVA	1
504	43473	INCIDENTE GRAVE	COLISÃO COM OBSTÁCULO NO SOLO	ITAITUBA	PA	BRASIL	2010-12-13	ATIVA	1
505	36138	INCIDENTE GRAVE	COLISÃO COM OBSTÁCULO NO SOLO	ITAITUBA	PA	BRASIL	2009-03-16	ATIVA	1
506	36676	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	ITAITUBA	PA	BRASIL	2009-03-30	ATIVA	1
507	34755	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	FELIZ NATAL	MT	BRASIL	2007-12-17	FINALIZADA	1
508	43043	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMBÉ	PR	BRASIL	2010-09-11		1
509	34656	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	ITUPIRANGA	PA	BRASIL	2008-12-11	FINALIZADA	1
510	53340	ACIDENTE	OUTROS TIPOS	CAUCAIA	CE	BRASIL	2015-06-26	ATIVA	1
511	53360	ACIDENTE	FALHA DO MOTOR EM VOO	CAUCAIA	CE	BRASIL	2015-07-10	ATIVA	1
512	53489	ACIDENTE	POUSO SEM TREM	JACAREACANGA	PA	BRASIL	2015-09-22	FINALIZADA	1
513	50972	ACIDENTE	FALHA DO MOTOR EM VOO	JACAREACANGA	PA	BRASIL	2014-03-18	FINALIZADA	1
514	38677	ACIDENTE	FALHA DO MOTOR EM VOO	JACAREACANGA	PA	BRASIL	2009-10-28	FINALIZADA	1
515	44404	INCIDENTE GRAVE	ESTOURO DE PNEU	JACAREACANGA	PA	BRASIL	2011-04-20	ATIVA	1
516	46438	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ARTUR NOGUEIRA	SP	BRASIL	2012-10-02	ATIVA	1
517	52282	ACIDENTE	FALHA DO MOTOR EM VOO	BOA VISTA DO TUPIM	BA	BRASIL	2014-09-15		1
518	43832	ACIDENTE	PERDA DE CONTROLE EM VOO	PARATY	RJ	BRASIL	2011-01-30	ATIVA	1
519	32379	ACIDENTE	DESORIENTAÇÃO ESPACIAL	PARATY	RJ	BRASIL	2008-04-30	ATIVA	1
520	50132	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	PARATY	RJ	BRASIL	2013-11-10	ATIVA	1
521	38915	INCIDENTE GRAVE	COM TREM DE POUSO	SÃO GABRIEL DA CACHOEIRA	AM	BRASIL	2009-10-07	ATIVA	1
522	45579	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CAMPOS LINDOS	TO	BRASIL	2012-01-28	FINALIZADA	1
523	47980	ACIDENTE	FALHA DO MOTOR EM VOO	FIGUEIRÃO	MS	BRASIL	2013-04-25	FINALIZADA	1
524	29535	ACIDENTE	PERDA DE CONTROLE EM VOO	ARUJÁ	SP	BRASIL	2007-06-15	FINALIZADA	1
525	46178	ACIDENTE	PERDA DE CONTROLE NO SOLO	GENERAL CARNEIRO	MT	BRASIL	2012-07-07	FINALIZADA	1
526	65312	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	CABECEIRAS	GO	BRASIL	2015-02-11	ATIVA	1
527	46581	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPINA GRANDE DO SUL	PR	BRASIL	2012-10-18		1
528	53225	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPINA GRANDE DO SUL	PR	BRASIL	2015-04-05	FINALIZADA	1
529	52652	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPINA GRANDE DO SUL	PR	BRASIL	2014-10-27	FINALIZADA	1
530	46612	ACIDENTE	COM TREM DE POUSO	CAMPINA GRANDE	PB	BRASIL	2012-11-23		1
531	46853	ACIDENTE	POUSO SEM TREM	CAMPINA GRANDE	PB	BRASIL	2013-01-25	FINALIZADA	1
532	50919	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CAMPO BONITO	PR	BRASIL	2014-04-06	FINALIZADA	1
533	53149	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	TABATINGA	AM	BRASIL	2015-03-11	ATIVA	1
534	34082	ACIDENTE	FALHA DO MOTOR EM VOO	BOQUIRA	BA	BRASIL	2008-08-05	FINALIZADA	1
535	52538	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	BOQUIRA	BA	BRASIL	2014-10-01	FINALIZADA	1
536	38375	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	CACHOEIRA ALTA	GO	BRASIL	2009-06-29	ATIVA	1
537	43721	ACIDENTE	COM TREM DE POUSO	CRATEÚS	CE	BRASIL	2010-12-15	FINALIZADA	1
538	38816	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	TAPAUÁ	AM	BRASIL	2009-11-28	FINALIZADA	1
539	44231	INCIDENTE GRAVE	COM TREM DE POUSO	CARUARU	PE	BRASIL	2011-02-11	ATIVA	1
540	47132	INCIDENTE GRAVE	POUSO SEM TREM	CARUARU	PE	BRASIL	2013-03-10	FINALIZADA	1
541	45222	INCIDENTE GRAVE	TRÁFEGO AÉREO	CARUARU	PE	BRASIL	2011-08-21	ATIVA	1
542	48014	ACIDENTE	PERDA DE CONTROLE NO SOLO	CARUARU	PE	BRASIL	2013-05-11	FINALIZADA	1
543	44579	ACIDENTE	PERDA DE CONTROLE EM VOO	CARUARU	PE	BRASIL	2011-06-04	FINALIZADA	1
544	45755	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CARUARU	PE	BRASIL	2012-04-04	FINALIZADA	1
545	52813	ACIDENTE	POUSO BRUSCO	ATIBAIA	SP	BRASIL	2014-12-20		1
546	47048	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	ATIBAIA	SP	BRASIL	2013-02-23	FINALIZADA	1
547	52833	ACIDENTE	PERDA DE CONTROLE NO SOLO	ATIBAIA	SP	BRASIL	2014-12-16	ATIVA	1
548	38335	INCIDENTE GRAVE	POUSO SEM TREM	ATIBAIA	SP	BRASIL	2009-07-14	FINALIZADA	1
549	53103	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	ATIBAIA	SP	BRASIL	2011-11-24	ATIVA	1
550	46253	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	ATIBAIA	SP	BRASIL	2012-08-16	ATIVA	1
551	44140	ACIDENTE	PERDA DE CONTROLE EM VOO	ATIBAIA	SP	BRASIL	2011-03-27	FINALIZADA	1
552	46336	ACIDENTE	PERDA DE CONTROLE NO SOLO	ATIBAIA	SP	BRASIL	2012-08-17	FINALIZADA	1
553	52696	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	ATIBAIA	SP	BRASIL	2014-10-28	FINALIZADA	1
554	50353	ACIDENTE	PERDA DE CONTROLE EM VOO	ATIBAIA	SP	BRASIL	2013-12-07		1
555	45403	ACIDENTE	OUTROS TIPOS	ATIBAIA	SP	BRASIL	2011-07-30	FINALIZADA	1
556	50976	ACIDENTE	PANE SECA	ATIBAIA	SP	BRASIL	2014-03-02	FINALIZADA	1
557	40554	ACIDENTE	PERDA DE CONTROLE EM VOO	RESENDE	RJ	BRASIL	2010-04-27	FINALIZADA	1
558	48630	ACIDENTE	FALHA DO MOTOR EM VOO	RESENDE	RJ	BRASIL	2013-05-30	FINALIZADA	1
559	46919	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	RESENDE	RJ	BRASIL	2013-01-30	ATIVA	1
560	45798	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CHAPECÓ	SC	BRASIL	2012-03-23	FINALIZADA	1
561	46418	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	GUIRATINGA	MT	BRASIL	2012-09-07	FINALIZADA	1
562	44757	ACIDENTE	PERDA DE CONTROLE EM VOO	GUIRATINGA	MT	BRASIL	2007-01-18	ATIVA	1
563	46443	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	TEFÉ	AM	BRASIL	2012-10-03	FINALIZADA	1
564	32579	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	TEFÉ	AM	BRASIL	2008-06-07	ATIVA	1
565	53552	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	TEFÉ	AM	BRASIL	2015-11-06	ATIVA	1
566	48727	ACIDENTE	DESORIENTAÇÃO ESPACIAL	TEFÉ	AM	BRASIL	2013-06-14	FINALIZADA	1
567	47075	ACIDENTE	COM PÁRA-BRISAS / JANELA / PORTA	TEFÉ	AM	BRASIL	2013-03-02	FINALIZADA	1
568	46199	ACIDENTE	PANE SECA	TEFÉ	AM	BRASIL	2012-08-05	FINALIZADA	1
569	43794	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPO LARGO	PR	BRASIL	2010-11-13		1
570	43449	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO LARGO	PR	BRASIL	2010-10-19	FINALIZADA	1
571	46180	ACIDENTE	INDETERMINADA	AURIFLAMA	SP	BRASIL	2012-06-16	ATIVA	1
572	51444	INCIDENTE GRAVE	POUSO ANTES DA PISTA	MARABÁ	PA	BRASIL	2014-05-03	ATIVA	1
573	28193	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	MARABÁ	PA	BRASIL	2006-12-09	ATIVA	1
574	45396	INCIDENTE GRAVE	COM TREM DE POUSO	MARABÁ	PA	BRASIL	2012-01-11	ATIVA	1
575	30681	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MARABÁ	PA	BRASIL	2007-10-07	ATIVA	1
576	45390	ACIDENTE	MANOBRAS A BAIXA ALTURA	CACHOEIRA DOURADA	GO	BRASIL	2012-01-20	FINALIZADA	1
577	26620	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO BONITO	RJ	BRASIL	2006-03-31	FINALIZADA	1
578	26679	ACIDENTE	PERDA DE CONTROLE NO SOLO	CONCÓRDIA	SC	BRASIL	2006-04-12	ATIVA	1
579	37459	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	MACEIÓ	AL	BRASIL	2009-05-18	ATIVA	1
580	53488	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	MACEIÓ	AL	BRASIL	2015-09-23	ATIVA	1
581	38655	ACIDENTE	PANE SECA	MACEIÓ	AL	BRASIL	2009-10-19	FINALIZADA	1
582	47649	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO MOURÃO	PR	BRASIL	2013-04-12	FINALIZADA	1
583	53256	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CAMPO MOURÃO	PR	BRASIL	2015-05-17	FINALIZADA	1
584	53119	ACIDENTE	INDETERMINADA	CAMPO MOURÃO	PR	BRASIL	2015-02-25	ATIVA	1
585	27690	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO MOURÃO	PR	BRASIL	2006-09-25	ATIVA	1
586	49592	ACIDENTE	PERDA DE CONTROLE EM VOO	IGUATEMI	MS	BRASIL	2013-08-29	FINALIZADA	1
587	33024	INCIDENTE GRAVE	COM TREM DE POUSO	FORTALEZA	CE	BRASIL	2008-06-20	ATIVA	1
588	51731	ACIDENTE	FALHA DO MOTOR EM VOO	FORTALEZA	CE	BRASIL	2014-06-27		1
589	45748	ACIDENTE	COM TREM DE POUSO	FORTALEZA	CE	BRASIL	2012-04-16	FINALIZADA	1
590	52273	ACIDENTE	COM HÉLICE	FORTALEZA	CE	BRASIL	2014-08-23	FINALIZADA	1
591	29161	INCIDENTE GRAVE	POUSO LONGO	FORTALEZA	CE	BRASIL	2007-04-21	FINALIZADA	1
592	36795	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	FORTALEZA	CE	BRASIL	2009-03-29	ATIVA	1
593	50099	INCIDENTE GRAVE	POUSO SEM TREM	FORTALEZA	CE	BRASIL	2013-11-04	ATIVA	1
594	37876	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CANELA	RS	BRASIL	2009-06-14	FINALIZADA	1
595	45329	ACIDENTE	FALHA DO MOTOR EM VOO	CAIAPÔNIA	GO	BRASIL	2011-01-06	ATIVA	1
596	53179	ACIDENTE	FALHA DO MOTOR EM VOO	CAIAPÔNIA	GO	BRASIL	2015-03-28	FINALIZADA	1
597	29275	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	RIO CLARO	RJ	BRASIL	2006-12-22	ATIVA	1
598	44887	INCIDENTE GRAVE	VAZAMENTO DE OUTROS FLUÍDOS	MARITUBA	PA	BRASIL	2011-07-19	ATIVA	1
599	52278	ACIDENTE	PERDA DE CONTROLE EM VOO	CANDÓI	PR	BRASIL	2014-08-31	FINALIZADA	1
600	43321	ACIDENTE	PERDA DE CONTROLE EM VOO	ITAPORÃ	MS	BRASIL	2010-11-25	ATIVA	1
601	45062	ACIDENTE	PERDA DE CONTROLE NO SOLO	AVARÉ	SP	BRASIL	2011-09-30	FINALIZADA	1
602	42303	INCIDENTE GRAVE	PANE SECA	CALDAS NOVAS	GO	BRASIL	2010-08-07		1
603	46448	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CALDAS NOVAS	GO	BRASIL	2012-10-11	FINALIZADA	1
604	49616	ACIDENTE	PERDA DE CONTROLE EM VOO	CALDAS NOVAS	GO	BRASIL	2013-09-20	ATIVA	1
605	45527	ACIDENTE	PERDA DE CONTROLE EM VOO	CORUPÁ	SC	BRASIL	2012-02-24	FINALIZADA	1
606	43658	ACIDENTE	PERDA DE CONTROLE EM VOO	CORUPÁ	SC	BRASIL	2011-01-03	FINALIZADA	1
607	34518	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO DAS OSTRAS	RJ	BRASIL	2008-11-11	ATIVA	1
608	46750	ACIDENTE	ESTOURO DE PNEU	IPIRANGA DO NORTE	MT	BRASIL	2012-12-21	FINALIZADA	1
609	53234	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2015-04-10		1
610	29916	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2007-06-12	ATIVA	1
611	45252	INCIDENTE GRAVE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2011-12-08	ATIVA	1
612	43462	INCIDENTE GRAVE	DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA	RIO DE JANEIRO	RJ	BRASIL	2010-12-13	ATIVA	1
613	34978	INCIDENTE GRAVE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2008-11-24	ATIVA	1
614	53152	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2015-03-10	ATIVA	1
615	43709	INCIDENTE GRAVE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2011-01-24	ATIVA	1
616	45415	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIO DE JANEIRO	RJ	BRASIL	2012-01-30	FINALIZADA	1
617	46846	ACIDENTE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2012-08-21	FINALIZADA	1
618	29915	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIO DE JANEIRO	RJ	BRASIL	2007-07-05	FINALIZADA	1
619	43869	ACIDENTE	COLISÃO DE AERONAVES EM VOO	RIO DE JANEIRO	RJ	BRASIL	2011-02-05		1
620	45091	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2011-10-04		1
621	31975	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2008-03-17	ATIVA	1
622	50809	ACIDENTE	INDETERMINADA	RIO DE JANEIRO	RJ	BRASIL	2014-02-18	ATIVA	1
623	27729	INCIDENTE GRAVE	AERONAVE ATINGIDA POR OBJETO	RIO DE JANEIRO	RJ	BRASIL	2006-07-12	ATIVA	1
624	44661	INCIDENTE GRAVE	OUTROS TIPOS	RIO DE JANEIRO	RJ	BRASIL	2011-06-17	FINALIZADA	1
625	43921	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	RIO DE JANEIRO	RJ	BRASIL	2010-12-18		1
626	45397	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2012-01-22	FINALIZADA	1
627	53352	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2008-07-06	ATIVA	1
628	41750	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2010-07-12	FINALIZADA	1
629	44993	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2011-08-22	FINALIZADA	1
630	38420	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	RIO DE JANEIRO	RJ	BRASIL	2009-08-21	FINALIZADA	1
631	28155	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2006-12-19	ATIVA	1
632	29861	ACIDENTE	FALHA DO MOTOR EM VOO	RIO DE JANEIRO	RJ	BRASIL	2007-07-21	FINALIZADA	1
633	53567	INCIDENTE GRAVE	FUMAÇA NA CABINE	RIO DE JANEIRO	RJ	BRASIL	2015-11-16	ATIVA	1
634	45393	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIO DE JANEIRO	RJ	BRASIL	2012-01-22	FINALIZADA	1
635	41729	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2010-06-25		1
636	38844	ACIDENTE	POUSO BRUSCO	RIO DE JANEIRO	RJ	BRASIL	2009-12-22	ATIVA	1
637	35176	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO DE JANEIRO	RJ	BRASIL	2009-02-16	ATIVA	1
